token,exchange_timestamp,ltp,last_traded_quantity,avg_trade_price,volume,total_buy_qty,total_sell_qty,open,high,low,close,open_interest,upper_circuit,lower_circuit,52wk_high,52wk_low,buy_price_1,buy_qty_1,buy_orders_1,buy_price_2,buy_qty_2,buy_orders_2,buy_price_3,buy_qty_3,buy_orders_3,buy_price_4,buy_qty_4,buy_orders_4,buy_price_5,buy_qty_5,buy_orders_5,sell_price_1,sell_qty_1,sell_orders_1,sell_price_2,sell_qty_2,sell_orders_2,sell_price_3,sell_qty_3,sell_orders_3,sell_price_4,sell_qty_4,sell_orders_4,sell_price_5,sell_qty_5,sell_orders_5
3499,2026-02-12 09:15:10+05:30,207.12,10,207.67,465897,796723.0,1386639.0,208.0,208.1,206.2,207.59,475150500,228.34,186.84,211.1,125.3,207.0,2328,13,206.97,240,1,206.96,25,2,206.95,24,1,206.94,724,2,207.12,3746,3,207.13,2359,2,207.16,800,1,207.19,1,1,207.2,3082,2
3499,2026-02-12 09:15:11+05:30,207.16,10,207.67,465897,796723.0,1386639.0,208.0,208.1,206.2,207.59,475150500,228.34,186.84,211.1,125.3,207.0,2328,13,206.97,240,1,206.96,25,2,206.95,24,1,206.94,724,2,207.12,3746,3,207.13,2359,2,207.16,800,1,207.19,1,1,207.2,3082,2
3499,2026-02-12 09:15:11+05:30,207.16,10,207.66,474663,834956.0,1389410.0,208.0,208.1,206.2,207.59,475150500,228.34,186.84,211.1,125.3,207.01,307,3,207.0,869,4,206.99,1,1,206.98,2472,1,206.97,2407,1,207.16,276,1,207.2,700,1,207.22,177,2,207.23,429,1,207.24,137,2
3499,2026-02-12 09:15:12+05:30,207.03,60,207.62,502071,877622.0,1409623.0,208.0,208.1,206.2,207.59,475150500,228.34,186.84,211.1,125.3,207.03,284,3,207.02,2450,2,207.01,43,1,206.98,43,1,206.97,43,1,207.12,1752,1,207.2,60,1,207.21,1756,1,207.22,332,3,207.23,3179,2
3499,2026-02-12 09:15:13+05:30,207.26,43,207.62,502071,877622.0,1409623.0,208.0,208.1,206.2,207.59,475150500,228.34,186.84,211.1,125.3,207.03,284,3,207.02,2450,2,207.01,43,1,206.98,43,1,206.97,43,1,207.12,1752,1,207.2,60,1,207.21,1756,1,207.22,332,3,207.23,3179,2
3499,2026-02-12 09:15:13+05:30,207.26,43,207.62,507175,895057.0,1444867.0,208.0,208.1,206.2,207.59,475150500,228.34,186.84,211.1,125.3,207.26,32,1,207.14,240,1,207.13,15,1,207.1,2351,2,207.09,1287,2,207.28,197,1,207.29,662,2,207.34,2378,1,207.35,1936,2,207.38,272,2
3499,2026-02-12 09:15:14+05:30,207.28,589,207.61,513230,904233.0,1438132.0,208.0,208.1,206.2,207.59,475150500,228.34,186.84,211.1,125.3,207.11,375,2,207.1,1,1,207.09,24,1,207.07,2568,1,207.06,818,1,207.29,2489,5,207.32,122,1,207.35,126,1,207.36,133,1,207.38,405,3
3499,2026-02-12 09:15:15+05:30,207.14,266,207.61,513230,904233.0,1438132.0,208.0,208.1,206.2,207.59,475150500,228.34,186.84,211.1,125.3,207.11,375,2,207.1,1,1,207.09,24,1,207.07,2568,1,207.06,818,1,207.29,2489,5,207.32,122,1,207.35,126,1,207.36,133,1,207.38,405,3
3499,2026-02-12 09:15:15+05:30,207.18,1,207.6,530387,910825.0,1446356.0,208.0,208.1,206.2,207.59,475150500,228.34,186.84,211.1,125.3,207.18,239,1,207.17,65,1,207.13,26,1,207.12,56,2,207.11,732,2,207.29,541,1,207.36,240,1,207.37,135,1,207.38,135,1,207.4,270,1
3499,2026-02-12 09:15:16+05:30,207.29,275,207.6,531798,943630.0,1465449.0,208.0,208.1,206.2,207.59,475150500,228.34,186.84,211.1,125.3,207.23,278,1,207.22,370,3,207.21,69,1,207.2,134,2,207.19,110,1,207.29,49,1,207.34,1000,2,207.35,329,1,207.38,135,1,207.39,79,1
