token,exchange_timestamp,ltp,last_traded_quantity,avg_trade_price,volume,total_buy_qty,total_sell_qty,open,high,low,close,open_interest,upper_circuit,lower_circuit,52wk_high,52wk_low,buy_price_1,buy_qty_1,buy_orders_1,buy_price_2,buy_qty_2,buy_orders_2,buy_price_3,buy_qty_3,buy_orders_3,buy_price_4,buy_qty_4,buy_orders_4,buy_price_5,buy_qty_5,buy_orders_5,sell_price_1,sell_qty_1,sell_orders_1,sell_price_2,sell_qty_2,sell_orders_2,sell_price_3,sell_qty_3,sell_orders_3,sell_price_4,sell_qty_4,sell_orders_4,sell_price_5,sell_qty_5,sell_orders_5
1232,2026-07-07 09:15:10+05:30,3201.1,10,3201.01,861,2502.0,14411.0,3201.0,3201.6,3200.3,3213.0,15498000,3534.3,2891.7,3219.3,2502.5,3201.3,21,2,3201.2,41,1,3201.1,25,1,3201.0,69,2,3200.9,22,1,3207.0,26,2,3207.2,14,2,3207.3,16,3,3207.5,19,1,3208.0,10,1
1232,2026-07-07 09:15:12+05:30,3201.1,10,3201.01,861,2502.0,14411.0,3201.0,3201.6,3200.3,3213.0,15498000,3534.3,2891.7,3219.3,2502.5,3201.3,21,2,3201.2,41,1,3201.1,25,1,3201.0,69,2,3200.9,22,1,3207.0,26,2,3207.2,14,2,3207.3,16,3,3207.5,19,1,3208.0,10,1
1232,2026-07-07 09:15:13+05:30,3201.1,10,3201.01,861,2502.0,14411.0,3201.0,3201.6,3200.3,3213.0,15498000,3534.3,2891.7,3219.3,2502.5,3201.3,21,2,3201.2,41,1,3201.1,25,1,3201.0,69,2,3200.9,22,1,3207.0,26,2,3207.2,14,2,3207.3,16,3,3207.5,19,1,3208.0,10,1
1232,2026-07-07 09:15:13+05:30,3211.2,18,3201.01,861,2502.0,14411.0,3201.0,3201.6,3200.3,3213.0,15498000,3534.3,2891.7,3219.3,2502.5,3201.3,21,2,3201.2,41,1,3201.1,25,1,3201.0,69,2,3200.9,22,1,3207.0,26,2,3207.2,14,2,3207.3,16,3,3207.5,19,1,3208.0,10,1
1232,2026-07-07 09:15:14+05:30,3211.2,18,3201.01,861,2502.0,14411.0,3201.0,3201.6,3200.3,3213.0,15498000,3534.3,2891.7,3219.3,2502.5,3201.3,21,2,3201.2,41,1,3201.1,25,1,3201.0,69,2,3200.9,22,1,3207.0,26,2,3207.2,14,2,3207.3,16,3,3207.5,19,1,3208.0,10,1
1232,2026-07-07 09:15:15+05:30,3211.2,18,3201.01,861,2502.0,14411.0,3201.0,3201.6,3200.3,3213.0,15498000,3534.3,2891.7,3219.3,2502.5,3201.3,21,2,3201.2,41,1,3201.1,25,1,3201.0,69,2,3200.9,22,1,3207.0,26,2,3207.2,14,2,3207.3,16,3,3207.5,19,1,3208.0,10,1
1232,2026-07-07 09:15:15+05:30,3211.2,18,3201.01,861,2502.0,14411.0,3201.0,3201.6,3200.3,3213.0,15496750,3534.3,2891.7,3219.3,2502.5,3201.3,21,2,3201.2,41,1,3201.1,25,1,3201.0,69,2,3200.9,22,1,3207.0,26,2,3207.2,14,2,3207.3,16,3,3207.5,19,1,3208.0,10,1
1232,2026-07-07 09:15:16+05:30,3211.2,18,3201.01,861,2502.0,14411.0,3201.0,3201.6,3200.3,3213.0,15496750,3534.3,2891.7,3219.3,2502.5,3201.3,21,2,3201.2,41,1,3201.1,25,1,3201.0,69,2,3200.9,22,1,3207.0,26,2,3207.2,14,2,3207.3,16,3,3207.5,19,1,3208.0,10,1
1232,2026-07-07 09:15:17+05:30,3211.2,18,3201.01,861,2502.0,14411.0,3201.0,3201.6,3200.3,3213.0,15496750,3534.3,2891.7,3219.3,2502.5,3201.3,21,2,3201.2,41,1,3201.1,25,1,3201.0,69,2,3200.9,22,1,3207.0,26,2,3207.2,14,2,3207.3,16,3,3207.5,19,1,3208.0,10,1
1232,2026-07-07 09:15:17+05:30,3213.0,9,3207.27,3245,17829.0,25054.0,3201.0,3213.0,3200.3,3213.0,15496750,3534.3,2891.7,3219.3,2502.5,3211.0,8,1,3210.9,75,2,3210.1,1,1,3210.0,21,1,3209.9,29,2,3212.4,10,1,3212.5,5,1,3212.7,11,2,3212.8,8,1,3213.3,20,1
1232,2026-07-07 09:15:17+05:30,3213.0,9,3207.27,3245,17829.0,25054.0,3201.0,3213.0,3200.3,3213.0,15496750,3534.3,2891.7,3219.3,2502.5,3211.0,8,1,3210.9,75,2,3210.1,1,1,3210.0,21,1,3209.9,29,2,3212.4,10,1,3212.5,5,1,3212.7,11,2,3212.8,8,1,3213.3,20,1
1232,2026-07-07 09:15:18+05:30,3213.0,9,3207.27,3245,17829.0,25054.0,3201.0,3213.0,3200.3,3213.0,15496750,3534.3,2891.7,3219.3,2502.5,3211.0,8,1,3210.9,75,2,3210.1,1,1,3210.0,21,1,3209.9,29,2,3212.4,10,1,3212.5,5,1,3212.7,11,2,3212.8,8,1,3213.3,20,1
1232,2026-07-07 09:15:22+05:30,3213.0,3,3207.27,3245,17829.0,25054.0,3201.0,3213.0,3200.3,3213.0,15496750,3534.3,2891.7,3219.3,2502.5,3211.0,8,1,3210.9,75,2,3210.1,1,1,3210.0,21,1,3209.9,29,2,3212.4,10,1,3212.5,5,1,3212.7,11,2,3212.8,8,1,3213.3,20,1
1232,2026-07-07 09:15:28+05:30,3213.5,16,3207.9,3640,20258.0,26357.0,3201.0,3214.4,3200.3,3213.0,15496750,3534.3,2891.7,3219.3,2502.5,3213.4,29,3,3213.2,2,1,3212.7,21,3,3212.6,68,1,3212.5,9,1,3214.1,5,1,3214.2,16,1,3214.9,29,2,3215.4,8,1,3216.1,4,1
1232,2026-07-07 09:15:30+05:30,3212.7,5,3207.9,3640,20258.0,26357.0,3201.0,3214.4,3200.3,3213.0,15496750,3534.3,2891.7,3219.3,2502.5,3213.4,29,3,3213.2,2,1,3212.7,21,3,3212.6,68,1,3212.5,9,1,3214.1,5,1,3214.2,16,1,3214.9,29,2,3215.4,8,1,3216.1,4,1
1232,2026-07-07 09:15:38+05:30,3213.2,7,3207.9,3640,20258.0,26357.0,3201.0,3214.4,3200.3,3213.0,15496750,3534.3,2891.7,3219.3,2502.5,3213.4,29,3,3213.2,2,1,3212.7,21,3,3212.6,68,1,3212.5,9,1,3214.1,5,1,3214.2,16,1,3214.9,29,2,3215.4,8,1,3216.1,4,1
1232,2026-07-07 09:15:39+05:30,3214.0,2,3208.74,4191,20093.0,26681.0,3201.0,3215.5,3200.3,3213.0,15496750,3534.3,2891.7,3219.3,2502.5,3214.6,6,1,3214.5,27,2,3214.4,15,3,3214.3,14,3,3214.2,14,2,3215.9,16,1,3216.7,8,1,3217.0,29,4,3217.4,2,1,3217.5,5,1
1232,2026-07-07 09:15:46+05:30,3215.7,4,3208.74,4191,20093.0,26681.0,3201.0,3215.5,3200.3,3213.0,15496750,3534.3,2891.7,3219.3,2502.5,3214.6,6,1,3214.5,27,2,3214.4,15,3,3214.3,14,3,3214.2,14,2,3215.9,16,1,3216.7,8,1,3217.0,29,4,3217.4,2,1,3217.5,5,1
1232,2026-07-07 09:15:49+05:30,3215.9,3,3209.24,4587,20241.0,26865.0,3201.0,3215.9,3200.3,3213.0,15496750,3534.3,2891.7,3219.3,2502.5,3216.1,8,3,3215.8,24,2,3215.6,14,3,3215.4,10,2,3215.3,5,1,3217.0,22,3,3218.0,25,2,3218.5,8,1,3218.9,2,1,3219.0,17,2
1232,2026-07-07 09:15:54+05:30,3216.5,3,3209.24,4587,20241.0,26865.0,3201.0,3215.9,3200.3,3213.0,15496750,3534.3,2891.7,3219.3,2502.5,3216.1,8,3,3215.8,24,2,3215.6,14,3,3215.4,10,2,3215.3,5,1,3217.0,22,3,3218.0,25,2,3218.5,8,1,3218.9,2,1,3219.0,17,2
1232,2026-07-07 09:15:58+05:30,3220.0,3,3210.34,5161,21768.0,25949.0,3201.0,3220.4,3200.3,3213.0,15496750,3534.3,2891.7,3220.4,2502.5,3220.0,6,3,3219.3,14,3,3219.0,1,1,3218.8,8,1,3218.1,20,3,3220.4,5,1,3220.5,6,1,3220.6,5,1,3220.8,5,1,3221.0,5,1
1232,2026-07-07 09:16:02+05:30,3221.6,1,3210.34,5161,21768.0,25949.0,3201.0,3220.4,3200.3,3213.0,15496750,3534.3,2891.7,3220.4,2502.5,3220.0,6,3,3219.3,14,3,3219.0,1,1,3218.8,8,1,3218.1,20,3,3220.4,5,1,3220.5,6,1,3220.6,5,1,3220.8,5,1,3221.0,5,1
1232,2026-07-07 09:16:06+05:30,3221.6,1,3210.34,5161,21768.0,25949.0,3201.0,3220.4,3200.3,3213.0,15496750,3534.3,2891.7,3220.4,2502.5,3220.0,6,3,3219.3,14,3,3219.0,1,1,3218.8,8,1,3218.1,20,3,3220.4,5,1,3220.5,6,1,3220.6,5,1,3220.8,5,1,3221.0,5,1
1232,2026-07-07 09:16:07+05:30,3221.6,1,3210.34,5161,21768.0,25949.0,3201.0,3220.4,3200.3,3213.0,15496750,3534.3,2891.7,3220.4,2502.5,3220.0,6,3,3219.3,14,3,3219.0,1,1,3218.8,8,1,3218.1,20,3,3220.4,5,1,3220.5,6,1,3220.6,5,1,3220.8,5,1,3221.0,5,1
1232,2026-07-07 09:16:07+05:30,3216.1,14,3210.97,5539,20060.0,28034.0,3201.0,3222.0,3200.3,3213.0,15496750,3534.3,2891.7,3222.0,2502.5,3216.1,15,1,3216.0,15,1,3215.9,4,1,3215.4,25,1,3215.3,14,2,3218.5,21,2,3218.6,23,3,3218.7,12,1,3218.8,7,1,3218.9,5,1
1232,2026-07-07 09:16:08+05:30,3216.1,14,3210.97,5539,20060.0,28034.0,3201.0,3222.0,3200.3,3213.0,15496750,3534.3,2891.7,3222.0,2502.5,3216.1,15,1,3216.0,15,1,3215.9,4,1,3215.4,25,1,3215.3,14,2,3218.5,21,2,3218.6,23,3,3218.7,12,1,3218.8,7,1,3218.9,5,1
1232,2026-07-07 09:16:09+05:30,3216.1,14,3210.97,5539,20060.0,28034.0,3201.0,3222.0,3200.3,3213.0,15496750,3534.3,2891.7,3222.0,2502.5,3216.1,15,1,3216.0,15,1,3215.9,4,1,3215.4,25,1,3215.3,14,2,3218.5,21,2,3218.6,23,3,3218.7,12,1,3218.8,7,1,3218.9,5,1
1232,2026-07-07 09:16:10+05:30,3214.6,6,3210.97,5539,20060.0,28034.0,3201.0,3222.0,3200.3,3213.0,15496750,3534.3,2891.7,3222.0,2502.5,3216.1,15,1,3216.0,15,1,3215.9,4,1,3215.4,25,1,3215.3,14,2,3218.5,21,2,3218.6,23,3,3218.7,12,1,3218.8,7,1,3218.9,5,1
1232,2026-07-07 09:16:10+05:30,3214.6,6,3210.97,5539,20060.0,28034.0,3201.0,3222.0,3200.3,3213.0,15496750,3534.3,2891.7,3222.0,2502.5,3216.1,15,1,3216.0,15,1,3215.9,4,1,3215.4,25,1,3215.3,14,2,3218.5,21,2,3218.6,23,3,3218.7,12,1,3218.8,7,1,3218.9,5,1
1232,2026-07-07 09:16:12+05:30,3214.6,6,3210.97,5539,20060.0,28034.0,3201.0,3222.0,3200.3,3213.0,15496750,3534.3,2891.7,3222.0,2502.5,3216.1,15,1,3216.0,15,1,3215.9,4,1,3215.4,25,1,3215.3,14,2,3218.5,21,2,3218.6,23,3,3218.7,12,1,3218.8,7,1,3218.9,5,1
1232,2026-07-07 09:16:13+05:30,3214.6,6,3210.97,5539,20060.0,28034.0,3201.0,3222.0,3200.3,3213.0,15496750,3534.3,2891.7,3222.0,2502.5,3216.1,15,1,3216.0,15,1,3215.9,4,1,3215.4,25,1,3215.3,14,2,3218.5,21,2,3218.6,23,3,3218.7,12,1,3218.8,7,1,3218.9,5,1
1232,2026-07-07 09:16:14+05:30,3214.6,6,3210.97,5539,20060.0,28034.0,3201.0,3222.0,3200.3,3213.0,15496750,3534.3,2891.7,3222.0,2502.5,3216.1,15,1,3216.0,15,1,3215.9,4,1,3215.4,25,1,3215.3,14,2,3218.5,21,2,3218.6,23,3,3218.7,12,1,3218.8,7,1,3218.9,5,1
1232,2026-07-07 09:16:14+05:30,3214.6,6,3210.97,5539,20060.0,28034.0,3201.0,3222.0,3200.3,3213.0,15490750,3534.3,2891.7,3222.0,2502.5,3216.1,15,1,3216.0,15,1,3215.9,4,1,3215.4,25,1,3215.3,14,2,3218.5,21,2,3218.6,23,3,3218.7,12,1,3218.8,7,1,3218.9,5,1
1232,2026-07-07 09:16:15+05:30,3214.6,6,3210.97,5539,20060.0,28034.0,3201.0,3222.0,3200.3,3213.0,15490750,3534.3,2891.7,3222.0,2502.5,3216.1,15,1,3216.0,15,1,3215.9,4,1,3215.4,25,1,3215.3,14,2,3218.5,21,2,3218.6,23,3,3218.7,12,1,3218.8,7,1,3218.9,5,1
1232,2026-07-07 09:16:16+05:30,3214.6,6,3210.97,5539,20060.0,28034.0,3201.0,3222.0,3200.3,3213.0,15490750,3534.3,2891.7,3222.0,2502.5,3216.1,15,1,3216.0,15,1,3215.9,4,1,3215.4,25,1,3215.3,14,2,3218.5,21,2,3218.6,23,3,3218.7,12,1,3218.8,7,1,3218.9,5,1
1232,2026-07-07 09:16:16+05:30,3216.3,1,3211.18,5780,23057.0,30398.0,3201.0,3222.0,3200.3,3213.0,15490750,3534.3,2891.7,3222.0,2502.5,3214.5,4,1,3214.4,9,1,3214.0,5,1,3213.8,14,1,3213.7,4,1,3215.9,5,1,3216.0,10,2,3216.1,18,2,3216.2,25,2,3216.3,9,1
